subject_id,window_id,n_obs,activity_label,chest_acc_X.mean,chest_acc_X.sd,chest_acc_X.min,chest_acc_X.max,chest_acc_X.rms,chest_acc_Y.mean,chest_acc_Y.sd,chest_acc_Y.min,chest_acc_Y.max,chest_acc_Y.rms,chest_acc_Z.mean,chest_acc_Z.sd,chest_acc_Z.min,chest_acc_Z.max,chest_acc_Z.rms,ECG_1.mean,ECG_1.sd,ECG_1.min,ECG_1.max,ECG_1.rms,ECG_2.mean,ECG_2.sd,ECG_2.min,ECG_2.max,ECG_2.rms,left_ankle_acc_X.mean,left_ankle_acc_X.sd,left_ankle_acc_X.min,left_ankle_acc_X.max,left_ankle_acc_X.rms,left_ankle_acc_Y.mean,left_ankle_acc_Y.sd,left_ankle_acc_Y.min,left_ankle_acc_Y.max,left_ankle_acc_Y.rms,left_ankle_acc_Z.mean,left_ankle_acc_Z.sd,left_ankle_acc_Z.min,left_ankle_acc_Z.max,left_ankle_acc_Z.rms,left_ankle_gyro_X.mean,left_ankle_gyro_X.sd,left_ankle_gyro_X.min,left_ankle_gyro_X.max,left_ankle_gyro_X.rms,left_ankle_gyro_Y.mean,left_ankle_gyro_Y.sd,left_ankle_gyro_Y.min,left_ankle_gyro_Y.max,left_ankle_gyro_Y.rms,left_ankle_gyro_Z.mean,left_ankle_gyro_Z.sd,left_ankle_gyro_Z.min,left_ankle_gyro_Z.max,left_ankle_gyro_Z.rms,left_ankle_mag_X.mean,left_ankle_mag_X.sd,left_ankle_mag_X.min,left_ankle_mag_X.max,left_ankle_mag_X.rms,left_ankle_mag_Y.mean,left_ankle_mag_Y.sd,left_ankle_mag_Y.min,left_ankle_mag_Y.max,left_ankle_mag_Y.rms,left_ankle_mag_Z.mean,left_ankle_mag_Z.sd,left_ankle_mag_Z.min,left_ankle_mag_Z.max,left_ankle_mag_Z.rms,right_arm_acc_X.mean,right_arm_acc_X.sd,right_arm_acc_X.min,right_arm_acc_X.max,right_arm_acc_X.rms,right_arm_acc_Y.mean,right_arm_acc_Y.sd,right_arm_acc_Y.min,right_arm_acc_Y.max,right_arm_acc_Y.rms,right_arm_acc_Z.mean,right_arm_acc_Z.sd,right_arm_acc_Z.min,right_arm_acc_Z.max,right_arm_acc_Z.rms,right_arm_gyro_X.mean,right_arm_gyro_X.sd,right_arm_gyro_X.min,right_arm_gyro_X.max,right_arm_gyro_X.rms,right_arm_gyro_Y.mean,right_arm_gyro_Y.sd,right_arm_gyro_Y.min,right_arm_gyro_Y.max,right_arm_gyro_Y.rms,right_arm_gyro_Z.mean,right_arm_gyro_Z.sd,right_arm_gyro_Z.min,right_arm_gyro_Z.max,right_arm_gyro_Z.rms,right_arm_mag_X.mean,right_arm_mag_X.sd,right_arm_mag_X.min,right_arm_mag_X.max,right_arm_mag_X.rms,right_arm_mag_Y.mean,right_arm_mag_Y.sd,right_arm_mag_Y.min,right_arm_mag_Y.max,right_arm_mag_Y.rms,right_arm_mag_Z.mean,right_arm_mag_Z.sd,right_arm_mag_Z.min,right_arm_mag_Z.max,right_arm_mag_Z.rms,Cluster_KMeans,Cluster_GMM,Cluster_HClust,Cluster_PAM,Cluster_DBSCAN,Cluster_Final
1,1,100,1,-9.72269,0.138514378424419,-10.039,-9.1065,9.72366675728863,0.2004573,0.14157686942767,-0.085462,0.69219,0.245003467282935,0.7971986,0.153555571068265,0.44857,1.1975,0.811707538534662,0.04069084,0.138483864787003,-0.66562,0.74935,0.143672361497217,-0.025703778,0.0991819846194817,-0.43119,0.17164,0.101977348542712,2.401557,0.105835597928527,2.2119,2.6634,2.40386463560243,-9.535235,0.104070586355821,-9.7682,-9.2129,9.53579723386042,0.4568372,0.100636210615416,0.22172,0.76847,0.467682154590059,-0.2088681,0.00824256637182494,-0.22078,-0.19109,0.209029049892593,-0.878949,0.00872918308742218,-0.89306,-0.86492,0.878991911937761,-0.5049708,0.00716493350149239,-0.52259,-0.49116,0.505021120114793,0.29969609,0.262123380441237,-0.33946,0.92483,0.39728997755983,0.5548002964,0.261498643876482,-0.1837,1.2859,0.612781440831292,-0.6637782,0.166955384782397,-1.1715,-0.29971,0.684249120056431,-2.857178,0.102157153227542,-3.1087,-2.6157,2.85898545760555,-9.159075,0.104127570723841,-9.4535,-8.9017,9.15966096430976,1.732255,0.112211514178098,1.4767,2.0668,1.73584932949263,-0.06549018,0.00810604911221842,-0.078431,-0.045098,0.0659849575912571,-0.9346404,0.00944879051850692,-0.96304,-0.91581,0.934687682682296,-0.3487711,0.00926975476068448,-0.36853,-0.3319,0.348893034130806,0.362197585,0.350230465086799,-0.54047,1.6065,0.502615017153287,0.313176707,0.616735053266963,-1.4641,1.8039,0.688939877258013,-0.44354027141,0.598733543780216,-2.534,1.1009,0.74271462234535,11,4,2,2,1,11
1,2,100,1,-9.761108,0.139819401321342,-10.117,-9.3725,9.76209933149627,0.23250384,0.140868662409009,-0.16512,0.58919,0.271484025060702,0.8672433,0.162963374648658,0.45475,1.3479,0.882271178412284,0.060533744,0.14752678577487,-0.44793,0.73679,0.158779234027978,0.030099361,0.107881011435434,-0.42282,0.28048,0.111480496207441,2.364802,0.108701905403649,1.9976,2.6227,2.367274053083,-9.515551,0.0975233279474168,-9.7174,-9.1535,9.51604573996468,0.4748499,0.0936773501455551,0.19441,0.67597,0.483911271826768,-0.2135245,0.00768406029230364,-0.23006,-0.20037,0.213661335844836,-0.8801682,0.00728120499795346,-0.89493,-0.86679,0.880198015265883,-0.5042439,0.00709293857055428,-0.52259,-0.49312,0.504293285070305,0.4994963,0.251949409174027,-0.70008,0.92917,0.558874112344632,0.550968178,0.298554552414962,-0.18736,2.3923,0.625946807427485,-0.7052542,0.16677464716718,-1.6045,-0.44769,0.72451303074962,-2.889756,0.114551577479449,-3.178,-2.5823,2.89200286701103,-9.129484,0.0967237310356385,-9.3314,-8.8917,9.12999123940434,1.76165,0.100710723351487,1.4812,2.0614,1.76449764686723,-0.0693922,0.00782774863462469,-0.086275,-0.056863,0.0698279194380013,-0.9370638,0.00767672315141261,-0.95483,-0.92197,0.937094930104736,-0.3445046,0.00782303441863524,-0.36422,-0.32759,0.344592523554995,0.31049460106,0.350568847147042,-0.5368,1.0897,0.466986540182385,0.349281072,0.554538322991031,-0.91439,2.1578,0.653019824665773,-0.333022275,0.558719044912657,-1.4475,1.4493,0.648034827060094,11,4,2,2,1,11
1,3,100,1,-9.729408,0.127535730529198,-9.9964,-9.3312,9.73023549249452,0.202861878,0.146616997582317,-0.11471,0.60054,0.249869005852946,0.8429926,0.13223483334102,0.4574,1.113,0.853198519860413,0.035164942,0.148113268951023,-0.65725,0.7954,0.151508211595372,-0.02988986,0.108477871546736,-0.3056,0.23443,0.111996329671899,2.404739,0.100067446845524,2.1316,2.6622,2.40679933045944,-9.51531,0.0930568616220721,-9.7176,-9.2331,9.51576047301528,0.4689065,0.0998060514083554,0.18913,0.65303,0.479306729726383,-0.2077556,0.00795746258222272,-0.22449,-0.19481,0.207906414836099,-0.8819877,0.00691522312135927,-0.89493,-0.86867,0.882014537895493,-0.504519,0.00894494434264012,-0.52063,-0.4833,0.504597496297792,0.28233109,0.248584031188004,-0.33074,1.1054,0.375349070515234,0.5219450004,0.481621623223129,-0.55442,2.9356,0.708566424210939,-0.7467969,0.172703845931073,-1.1606,-0.43324,0.766311922173341,-2.927922,0.151031526964981,-3.4133,-2.5602,2.93177585347175,-9.112184,0.10886865380732,-9.4541,-8.842,9.11282783277507,1.761369,0.103049655281012,1.4996,2.046,1.76435081355721,-0.06476467,0.00761427170231446,-0.080392,-0.047059,0.0652062868320993,-0.938501,0.00902141419852863,-0.95893,-0.92197,0.938543924947575,-0.339957,0.00894912348283959,-0.36207,-0.32328,0.34007359172979,0.420871301,0.534901003593427,-0.68573,2.1507,0.678520850684955,0.615053355,1.36397659394729,-2.727,5.7852,1.49000619355909,-0.687260365,0.798601193088959,-3.2952,1.4908,1.05057747750797,11,4,2,2,1,11
1,4,100,1,-9.750374,0.126495712084472,-10.033,-9.3337,9.75118630185066,0.240633671,0.144034111186408,-0.051277,0.75182,0.280076651208811,0.7821841,0.121149532014212,0.45013,1.0372,0.791417970044274,0.17121896,0.1357497283213,-0.36421,0.76609,0.218081730356752,0.109890598,0.106152398151083,-0.19676,0.36421,0.15241913215109,2.408503,0.0932986488095994,2.18,2.6129,2.41029132938323,-9.50972,0.108702214858537,-9.7091,-9.2031,9.51033503553897,0.4631815,0.10762463320014,0.18772,0.74547,0.475399130202191,-0.210241,0.00834724239228474,-0.2282,-0.19109,0.210404985140562,-0.8823821,0.00727211240134376,-0.89681,-0.86867,0.882411766231049,-0.5051477,0.00760216673725393,-0.51866,-0.48527,0.505204328786878,0.41614326,0.219658397302418,-0.15446,0.92922,0.470045238497147,0.51510553,0.234288675010259,-0.0038288,1.0954,0.565398955112461,-0.6945708,0.160429405209641,-1.0307,-0.29963,0.712677216085936,-2.866276,0.098699645512243,-3.1093,-2.5878,2.86795786440457,-9.149314,0.103185898750799,-9.4238,-8.9148,9.14989002813695,1.688887,0.104829199855881,1.3498,1.9706,1.69210477462242,-0.06094124,0.00616079839395099,-0.07451,-0.047059,0.0612487601116953,-0.9365902,0.00831900756270139,-0.95277,-0.91992,0.936626775489576,-0.3493959,0.00893131264968732,-0.37284,-0.32974,0.34950889201707,0.2518027995,0.397885094095814,-0.55314,1.0934,0.46918447593525,0.2252662958,0.597776526593629,-1.4536,1.6225,0.636009679181326,-0.45208803061,0.550351517966754,-1.8121,0.74004,0.710099649919541,11,4,2,2,1,11
1,5,100,1,-9.755023,0.119520523452094,-10.088,-9.4584,9.75574784598803,0.27699129,0.134231986834063,-0.054396,0.6193,0.307509705151545,0.7781925,0.146060061932298,0.30473,1.0386,0.791646242542084,0.055552163,0.156766706904276,-0.53585,0.86238,0.165578033578291,0.018000966,0.0997165040817674,-0.38932,0.22187,0.10083641282473,2.392388,0.11196664932745,2.1599,2.6732,2.39498048171587,-9.531522,0.101037282427845,-9.7683,-9.2133,9.53205214440206,0.4419315,0.121797090952099,0.15249,0.70365,0.458246262115688,-0.2111684,0.00884940524395381,-0.23191,-0.19666,0.211351891432275,-0.881163,0.00747228515613166,-0.89681,-0.86679,0.881194365202139,-0.5032609,0.00826349696013141,-0.51866,-0.48723,0.503328060013546,0.34785692,0.220192872479931,-0.51574,0.74444,0.411101555423888,0.557988812,0.212622795871385,-0.0038288,1.0953,0.596747755008843,-0.6445711,0.148776446897024,-1.0162,-0.30506,0.661350882508673,-2.956062,0.113963977810464,-3.2689,-2.6776,2.95823603828363,-9.140876,0.101524345609884,-9.3735,-8.8531,9.14143414176353,1.66233,0.119418604628061,1.3611,2.0148,1.66657109779331,-0.06264714,0.00806954362298342,-0.076471,-0.047059,0.0631595638768983,-0.9348858,0.00724614048157969,-0.95072,-0.91786,0.934913600568523,-0.3518322,0.00694050788174509,-0.36422,-0.33836,0.351899965757316,0.225581795,0.428185221612302,-0.90491,1.8641,0.482074998732071,0.475697763,1.06136720174065,-1.2773,6.8812,1.15824163941928,-0.48038855161,0.597165131943812,-2.173,1.0728,0.76407675882684,11,4,2,2,1,11
1,6,100,1,-9.73717,0.130417802202434,-10.151,-9.4184,9.73803462326973,0.30307391,0.131560312926563,0.060087,0.66073,0.330134563020369,0.7836977,0.154356437499985,0.41896,1.1164,0.798604868307851,-0.086028054,0.133217320118037,-0.71586,0.56515,0.158019656722397,-0.16736806,0.115423346013539,-0.50235,0.10047,0.202981257324599,2.368117,0.100770123493469,2.0993,2.6027,2.37023863720512,-9.54751,0.111077160823302,-9.789,-9.2335,9.5481496612904,0.4171386,0.110944005205101,0.18072,0.80207,0.43149750657217,-0.2137484,0.00737505716053863,-0.2282,-0.20037,0.213874323040425,-0.8783289,0.00894974260619667,-0.90244,-0.86304,0.878374039626058,-0.5082908,0.00804028212983057,-0.52652,-0.49116,0.508353751869699,0.33530436,0.172944385898147,0.017437,0.91617,0.376881515655199,0.570957474,0.297660379700773,-1.1011,1.0971,0.643201462796559,-0.6473357,0.145771326407272,-1.0125,-0.29971,0.663385480170466,-2.98632,0.106780217968943,-3.3296,-2.7438,2.98820935297378,-9.131456,0.102929305267393,-9.3536,-8.8724,9.13203028780566,1.634573,0.100998155653727,1.3889,1.9815,1.63765915669287,-0.06400003,0.00793918356036384,-0.076471,-0.04902,0.0644856896470062,-0.9312718,0.00849674475753788,-0.94661,-0.9076,0.93131017292844,-0.354891,0.00655438915321002,-0.37284,-0.34052,0.354950915336191,0.24878079618,0.301647527208222,-0.72369,0.72895,0.389837405737419,0.282056634,0.533976521996915,-0.73849,1.6187,0.601527689775702,-0.40217657881,0.697967069116927,-2.1587,1.4547,0.802516323708916,11,4,2,2,1,11
1,7,100,1,-9.739721,0.138094525008683,-10.059,-9.357,9.7406901477616,0.33433762,0.139651769343186,-0.044567,0.81272,0.362062473422944,0.8063007,0.151790363239016,0.47248,1.1937,0.820323552050653,-0.13990582,0.162911132226006,-0.86238,0.69911,0.21412210325653,-0.22350564,0.100578254155358,-0.54003,0.012559,0.244886905465891,2.349437,0.111123452738316,1.9898,2.559,2.3520372349306,-9.545134,0.107540441272532,-9.908,-9.3602,9.54573372638269,0.37800829,0.112380938381026,0.065199,0.61743,0.394199756300039,-0.2158994,0.00921596340349426,-0.23748,-0.19852,0.216094043328362,-0.8777109,0.00757732757119635,-0.88931,-0.85929,0.877743280072824,-0.5107656,0.0111276416516382,-0.53242,-0.49312,0.510885588275888,0.39555175,0.19700125621516,-0.1544,0.92478,0.441455079174439,0.5116401,0.291121084175477,-0.3708,1.097,0.587945203843862,-0.7301991,0.160366749841535,-1.0325,-0.2942,0.747429625550794,-2.982787,0.114244963335259,-3.2331,-2.5808,2.98495220730584,-9.12838,0.0994559269935253,-9.365,-8.8743,9.1289163645528,1.612333,0.110969015654612,1.3959,1.8967,1.61610911887162,-0.07027459,0.0102956337456293,-0.086275,-0.05098,0.0710173082646055,-0.9297731,0.00765620256835442,-0.94867,-0.91786,0.929804306694156,-0.3588572,0.00913611769989105,-0.37931,-0.34483,0.358972316414511,0.35144202406,0.362192886489529,-0.35733,1.2602,0.503371976205242,0.314771887,0.562918150219174,-0.91791,1.8057,0.642486899674425,-0.47626245291,0.546502742936126,-1.8192,0.7345,0.722844741011645,11,4,2,2,1,11
1,8,100,1,-9.748187,0.134852117772309,-9.9954,-9.2256,9.74911037119285,0.31346901,0.131811586436699,-0.011489,0.66343,0.339799016487909,0.8544229,0.146603398621808,0.38708,1.1865,0.866784934667764,-0.08535832,0.131786792033971,-0.66143,0.43119,0.156461253229934,-0.139654533,0.104238483072769,-0.46468,0.12559,0.173955147458266,2.391132,0.0984579537804146,2.1288,2.7001,2.39313795473642,-9.527264,0.093472884330433,-9.7587,-9.2618,9.52771793946483,0.4124445,0.0914823619184142,0.14661,0.63108,0.422369267225967,-0.2138031,0.00806355182724754,-0.23006,-0.19295,0.213953584286405,-0.8793798,0.00764756870059388,-0.88931,-0.85929,0.87941272057095,-0.5089203,0.0066310330189941,-0.52063,-0.48919,0.508963066091244,0.39547436,0.230943911750487,-0.1544,1.1054,0.457385733149035,0.5428329409,0.38218259313227,-1.6552,1.2824,0.662774849307452,-0.7276222,0.142726713620715,-1.0325,-0.44586,0.741350977315064,-3.019235,0.112370614598535,-3.2886,-2.7657,3.02130449784526,-9.116931,0.104722159285676,-9.3962,-8.8226,9.11752641466423,1.65686,0.109600731767814,1.3844,1.9026,1.66044489724893,-0.06443142,0.00755557529269852,-0.078431,-0.052941,0.0648685111131742,-0.9326271,0.00779817309542834,-0.94867,-0.91786,0.932659375679567,-0.3552797,0.00893824779509187,-0.37716,-0.34052,0.355390993953139,0.44885406512,0.324783905507984,-0.53332,1.2782,0.553082011277711,0.54080849719,0.70600506647432,-0.90726,2.3302,0.886528371221948,-0.64263984641,0.705403386078833,-2.182,0.73638,0.951632266116716,11,4,2,2,1,11
1,9,100,1,-9.740011,0.124678787204512,-10.005,-9.4733,9.74080097487368,0.33429808,0.131436104995229,0.017898,0.75037,0.358967827933145,0.7897723,0.147276428753463,0.44778,1.1836,0.803251970958677,-0.021852469,0.14291439228106,-0.62376,0.83726,0.143867330159596,-0.042741946,0.103018409504148,-0.32234,0.23443,0.111056466347816,2.394438,0.12606199515406,2.0893,2.8151,2.39772101091849,-9.535327,0.0952856702794605,-9.7483,-9.3022,9.53579831803819,0.39821914,0.0933708386463116,0.099274,0.60526,0.408912479433876,-0.2144897,0.00887954071691967,-0.2282,-0.19481,0.214671584488958,-0.8811251,0.010656055943581,-0.90432,-0.86116,0.881188888867194,-0.5055795,0.00853580780588398,-0.52063,-0.48919,0.50565083035134,0.36031976,0.180982646912395,0.017437,0.73994,0.402811991808883,0.535846183,0.21133237052266,-0.0055917,1.4659,0.575626518636945,-0.6388276,0.151355450947614,-1.0216,-0.30147,0.656338396201228,-3.00429,0.101287380429861,-3.2648,-2.7328,3.00597986456995,-9.130102,0.110815043813345,-9.4332,-8.8043,9.13076775000876,1.629747,0.10269160997173,1.3438,1.908,1.63294684392971,-0.06674513,0.0058783917192674,-0.078431,-0.054902,0.0670009127775883,-0.9294644,0.0068034454016574,-0.94456,-0.91581,0.929489050429321,-0.3595679,0.00875940294711341,-0.375,-0.34052,0.359673511088876,0.253006228,0.333509593021646,-0.90324,0.90672,0.417287087696082,0.345493218,0.394543895882225,-0.55722,1.263,0.522947225448363,-0.40633837941,0.599523358156861,-2.1786,1.0812,0.721765095434427,11,4,2,2,1,11
1,10,100,1,-9.709842,0.137382368548074,-10.097,-9.3632,9.71080412947352,0.36074609,0.139072306488685,-0.072734,0.79839,0.386374736257497,0.8519418,0.135331548558018,0.50005,1.1924,0.862517427268574,-0.032024982,0.144127931708271,-0.65725,0.6405,0.146937849322832,-0.10202005,0.097732151693437,-0.49398,0.12559,0.140940229678702,2.316971,0.101749782512859,2.0782,2.5691,2.31918177444115,-9.594031,0.106216995059143,-9.838,-9.1927,9.59461307497598,0.38888511,0.106087673036031,0.055561,0.65514,0.402956172810654,-0.221281,0.00725577700870141,-0.23377,-0.20965,0.221398737119253,-0.8731136,0.00965133680173924,-0.88931,-0.85178,0.873166407578762,-0.5130243,0.00766978780407881,-0.53045,-0.49312,0.513081055759224,0.35942661,0.192416809235476,-0.17178,0.74011,0.407236386104791,0.5909014,0.257722648836443,-0.36719,1.2806,0.644143787215246,-0.6090581,0.144166716081232,-1.018,-0.29069,0.625721959644218,-3.035228,0.101305025033163,-3.3484,-2.8396,3.03690123201266,-9.128137,0.0959001539428515,-9.3746,-8.845,9.12863571197252,1.586818,0.104816392021304,1.1815,1.8708,1.59024148367473,-0.0603334,0.00790646985293396,-0.078431,-0.04902,0.0608441147395539,-0.930779,0.0053195195157822,-0.94045,-0.91581,0.930794048732586,-0.3595461,0.00840546237679265,-0.375,-0.34483,0.359643355708124,0.2837824114,0.210786482831224,-0.18322,0.90661,0.352872624258263,0.37107645,0.439258849226341,-0.73655,1.2649,0.573338107055527,-0.53955104861,0.475761964094718,-1.4492,0.73628,0.717775233670417,11,4,2,2,1,11
